customer_unique_id_x,order_id,review_score,product_category_name
7c396fd4830fd04220f754e42b4e5bff,e481f51cbdc54678b7cc49136f2d6af7,4,utilidades_domesticas
af07308b275d755c9edb36a90c618231,53cdb2fc8bc7dce0b6741e2150273451,4,perfumaria
3a653a41f6f9fc3d2a113cf8398680e8,47770eb9100c2d0c44946d9cf07ec65d,5,automotivo
7c142cf63193a1473d2e66489a9ae977,949d5b44dbf5de918fe9c16f97b45f8a,5,pet_shop
72632f0f9dd73dfee390c9b22eb56dd6,ad21c59c0840e6cb83a9ceb5573f8159,5,papelaria
80bb27c7c16e8f973207a5086ab329e2,a4591c265e18cb1dcee52889e2d8acc3,4,automotivo
36edbb3fb164b1f16485364b6fb04c73,136cce7faa42fdb2cefd53fdc79a6098,2,unknown
932afa1e708222e5821dac9cd5db4cae,6514b8ad8028c9f2cc2374ded245783f,5,automotivo
39382392765b6dc74812866ee5ee92a7,76c6e866289321a7c93b82b54852dc33,1,moveis_decoracao
299905e3934e9e181bfb2e164dd4b4f8,e69bfb5eb88e0ed6a785585b27e16dbf,5,moveis_escritorio
f2a85dec752b8517b5e58a06ff3cd937,e6ce16cb79ec1d90b1da9085a6118aeb,1,ferramentas_jardim
782987b81c92239d922aa49d6bd4200b,34513ce0c4fab462a55830c0989c7edb,4,informatica_acessorios
e97109680b052ee858d93a539597bba7,82566a660a982b15fb86e904c8d32918,5,perfumaria
e2dfa3127fedbbca9707b36304996dab,5ff96c15d0b717ac6ad1f3d77225a350,5,cama_mesa_banho
04cf8185c71090d28baa4407b2e6d600,432aaf21d85167c2c86ec9448c4e42cc,4,brinquedos
ccafc1c3f270410521c3c6f3b249870f,dcb36b511fcac050b97cd5c05de84dc3,5,perfumaria
6087cfc70fd833cf2db637a5e6e9d76b,116f0b09343b49556bbad5f35bee0cdf,5,telefonia
d0ff1a7468fcc46b8fc658ab35d2a12c,85ce859fd6dc634de8d2f1e290444043,5,cama_mesa_banho
634f09f6075fe9032e6c19609ffe995a,83018ec114eee8641c97e08f7b4e926f,4,telefonia
d699688533772c15a061e8ce81cb56df,203096f03d82e0dffbc41ebc2e2bcfb7,2,beleza_saude
68954feaafe4dd638f3bd3e2afa174ec,f848643eec1d69395095eb3840d2051e,5,beleza_saude
b8df986511d928829c3192c2ed081eba,2807d0e504d6d4894d41672727bc139f,3,eletronicos
451e48381edab7f1f6dbfa6d728616ff,95266dbfb7e20354baba07964dac78d5,4,bebes
9c9242ad7f1b52d926ea76778e1c0c57,f3e7c359154d965827355f39d6b1fdac,5,papelaria
a25d5f94840d3c6a1a49f271ed83f4ec,fbf9ac61453ac646ce8ad9783d7d0af6,2,cool_stuff
576ea0cab426cd8a00fad9a9c90a4494,acce194856392f074dbf9dada14d8d82,1,bebes
f4a7ef6bd931f83d75d83b71c94e90df,dd78f560c270f1909639c11b925620ea,5,perfumaria
bd13608b9c6033892ce62269b50a0afc,91b2a010e1e45e6ba3d133fa997597be,4,relogios_presentes
1428917cd397d4f9ac0fde76dd6f2266,ecab90c9933c58908d3d6add7c6f5ae3,4,ferramentas_jardim
1974875b4a1d2e2ee6d586e3ba4d7602,f70a0aff17df5a6cdd9a7196128bd354,2,bebes
a6fefcd9f434474cf6fcd8ed1102fd63,1790eea0b567cf50911c057cf20f90f9,1,climatizacao
37363700139c1aef873bbcd916e57dfd,989225ba6d0ebd5873335f7e01de2ae7,4,moveis_decoracao
a2649503b92028291f011a976619b322,d887b52c6516beb39e8cd44a5f8b60f7,5,brinquedos
6cbe8a392b76916e84c2faf69d0d0da0,b276e4f8c0fb86bd82fce576f21713e0,5,perfumaria
92fd8aa5948e20c43a014c44c025c5e1,8563039e855156e48fccee4d611a3196,5,ferramentas_jardim
661a5e18a28b34880ccc60112f2b8e8e,60550084e6b4c0cb89a87df1f3e5ebd9,4,eletronicos
f1f4f45c8602d0db1329eed1c8e935d4,5acce57f8d9dfd55fa48e212a641a69d,5,informatica_acessorios
5f7d7732b351ce851a158528581af05f,434d158e96bdd6972ad6e6d73ddcfd22,5,beleza_saude
1b542f810484d8c042aed33a7c61a218,7206b86ea789983f7a273ea7fa0bc2a8,3,cama_mesa_banho
c796780c7daeab9e94cc052b1f103b21,1e7aff52cdbb2451ace09d0f848c3699,5,ferramentas_jardim
3e4fd73f1e86b135b9b121d6abbe9597,6ea2f835b4556291ffdc53fa0b3b95e8,1,utilidades_domesticas
4ca5f90433afb5493247f0bafb583483,948097deef559c742e7ce321e5e58919,5,esporte_lazer
394b2ce444baae9ae609f5d32000de0f,d22e9fa5731b9e30e8b27afcdc2f8563,4,papelaria
08fb46d35bb3ab4037202c23592d1259,ee64d42b8cf066f35eac1cf57de1aa85,1,beleza_saude
4acce2834231e13b1514915adda5ec2b,6ebaec694d7025e2ad4a05dba887c032,1,ferramentas_jardim
c2551ea089b7ebbc67a2ea8757152514,d17dc4a904426827ca80f2ccb3a6be56,4,esporte_lazer
372e0fc66eacb8698e4f9997d366d961,25f4376934e13d3508486352e11a5db0,5,moveis_decoracao
cc1a30280651daf2d918ed7868575771,5820a1100976432c7968a52da59e9364,5,esporte_lazer
12e7a2c201751ddc979e7a45cef500f3,2ce1ad82022c1ba30c2079502ac725aa,5,livros_interesse_geral
b2cac0b16835dabf811b204127f58afa,138849fd84dff2fb4ca70a0a34c4aa1c,5,construcao_ferramentas_construcao
db979bdfe0bbba29ecd3df3f6c50bea2,47aa4816b27ba60ec948cd019cc1afc1,5,eletroportateis
c77154776ead8e798c2d684205938f71,9faeb9b2746b9d7526aef5acb08e2aa0,1,esporte_lazer
38cad70d154a4dcc42b598d5c01f7ef1,641fb0752bf5b5940c376b3a8bb9dc52,4,relogios_presentes
9d9ab3b77f0416765b3fbedf94a942a4,e425680f760cbc130be3e53a9773c584,5,moveis_decoracao
7cfba6e55439cae3fd2479d62fafe67f,40c5e18f7d112b59b3e5113a59a905b3,5,perfumaria
f7603d34c795584792a484186233e6e5,734e7d1bbaeb2ff82521ca0fe6fb6f79,5,eletroportateis
ddf60e20e6e262e2136801ce5cd628b0,66e4624ae69e7dc89bd50222b59f581f,1,telefonia
51838d41add414a0b1b989b7d251d9ee,a685d016c8a26f71a0bb67821070e398,1,moveis_decoracao
c63e44efa43f3947087aee96b388d949,2edfd6d1f0b4cd0db4bf37b1b224d855,5,esporte_lazer
6da92ae920ab16fc4eceb8fcd7bd43ce,68873cf91053cd11e6b49a766db5af1a,4,cama_mesa_banho
da45a9a1df408c39f013b9b0b505042c,f346ad4ee8f630e5e4ddaf862a34e6dd,5,esporte_lazer
bf0303939d54b8df5da4762bbaab1955,8f06cc6465925031568537b815f1198d,5,esporte_lazer
9c9cef121cb812cb301babddc2d8331e,ccbabeb0b02433bd0fcbac46e70339f2,4,alimentos
0e764fc1a13e47e900c3d59a989753e8,688052146432ef8253587b930b01a06d,4,informatica_acessorios
0e764fc1a13e47e900c3d59a989753e8,688052146432ef8253587b930b01a06d,4,malas_acessorios
6a0e43f0d7e1b5539e4c58a26ebe35da,f271576bed568e896f99eb710cd3a6f8,3,construcao_ferramentas_construcao
5d710d9a48ebb7fe5ffc2940ff29f346,686541986ecfb7d9296eb67719973bf0,4,telefonia
a464f750556546a0989d9326ec003ccf,68e48e68da1f50f7c5838ea75e3a20dd,5,automotivo
c86a25b8f5f6c203bb3471553bdc3200,b52cc4919de82b4d696a4380d10804a3,5,construcao_ferramentas_construcao
3c0402bcc3ec3b33fc4430eb6c08720a,fdf128b3630c21adc9ca4fb8a51b68ec,3,alimentos
31b8fa2573bde01af4737e8ed29c348b,a6aeb116d2cb5013eb8a94585b71ffef,5,bebes
7f2eb9cf900070f2e7a7f0e95719f85b,fa516182d28f96f5f5c651026b0749ee,5,climatizacao
fa0ee7ceb94193fb02aa78ce3a55695a,6abaad69b8b349c3a529b4b91ce18e46,4,cool_stuff
32de2a7a93dbfc527b3f584744b9c6ce,974c1993ab8024d3ed16229183c2308d,5,beleza_saude
f9effeed3df9ae063a58c0759b96f8b2,82bce245b1c9148f8d19a55b9ff70644,1,utilidades_domesticas
a7e7b19ff34ab885f7b7331de2417cf3,a910f58086d58b3ae6f37aa712d377b9,5,perfumaria
65e5aaf9f721945f29cdba45c206cb83,bd4bd0194d6d29f83b8557d4b89b572a,5,automotivo
5229b8e4d7d2b9b676c2083c17b1ecd0,634e8f4c0f6744a626f77f39770ac6aa,1,relogios_presentes
a71cac9f356cfeb9db35061020806212,6d25592267349b322799e2beb687871e,4,relogios_presentes
bb4d84a2b45b22ed710ac8c0dec63d1a,b8801cccd8068de30112e4f49903d74a,3,beleza_saude
